sentimen,tweet_clean
negatif,sumber uangnya jelas dan jumlahnya cuma 50 milyar dibanding wowo genderuwo yang 1 9 trilyun dari manakah prajurit yang makan dari gaji negara bisa ngumpulin duit segitu
netral,pajak income naik pajak kendaraan naik pbb naik pajak usaha naik
negatif,insinyur kehutanan mau ngajari pengusaha besar yang doktor dan mbak tentang ekonomi makro yang waras sopo tanggal 17 4 datangi tps tusuk prabowo sandi
positif,belum ada capres dan cawapres mau buat janji tidak akan menerima gajinya selama menjabat yang sudah hd presiden saja belum pernah dengar cek akal sehat prabowo sandi tak mau digaji berapa gaji presiden sekarang
negatif,insinyur kehutanan benar enggak sih mau ngajari pengusaha besar yang doktor dan mbak tentang ekonomi makro yang waras sopo tanggal 17 4 datangi tps tusuk prabowo sandi
negatif,pilih pemimpin yang mengabdi bukan seperti jokowi ngemis gaji berani pilih02
negatif,lah itu naik pesawat sewa hotel bisa terus ekonomi indonesia mana yang darurat
positif,bapak pasti menang sayang keinginan menang bapak terlalu besar shg berbagai macam cara dilakukan oleh orang-orang bapak sehingga saat ini anak bangsa terpecah dan saling benci dan luka ini sulit sembuh seperti aremania vs bonek hargailah orang yang maju untuk menjadi calon cawapres
positif,even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara karena tidak pernah mencicipi jadi presiden nkri berdasarkan uu capres abadi tidak digaji oleh negara
netral,cek fakta prabowo sebut banyak aset wni di luar negeri ini data ditjen pajak
negatif,di tanya tentang e sport jawabnya tentang pertanian dan ekonomi sebenarnya prabowo ini kuliahnya di universitas mana sih pertanyaan sama jawaban enggak menyambung amat klenger apa keblinger
netral,itu tendangan pinalti prabowo pokoknya fokus pada pangan gizi murah harga2 terjangkau pertanian sebagai produk unggulan negara bahasa millenial egp e support jika hanya sok-sokan e support harus terafiliasi dengan produk unggul bukan cetakcetek gadget kpu id bappenasri
netral,kalo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pakai logika kita berpikir damai selalu
netral,kalau ekonomi enggak tumbuh anda gagal membuat ekonomi lebih baik pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya
negatif,memang gue pikirin gue cuma mikir jadi presiden soal kerja itu sih enggak masalah rakyat ind sih akan diam saja mbok surabaya saja tidur mulu bisa 10 tahun lah apa jokowi kerja keras malah enggak dihargai mendingan tidur deh makanya wowo enggak usah dipilih tau
netral,sepertinya ml pubg dan dota lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak jokowi
netral,lah nalarnya juga di mana yang dibahas tentang ekonomi makro tapi malah mengomongkan mikro ibu-ibu ngeluh harga2 pada naik ra menyambung geblek ibarat motong rumput mestinya pakai cengkrong ini malah pakai gunting kuku
netral,prabowo strategi ekonomi indonesia sudah lama salah arah
negatif,yang membuat ekonomi maju itu membangun industri game bukan bangun e sport ampun deh pak jokowi yang membuka lapangan kerja banyak itu jadi atlet bulutangkis atau bikin pabrik alat olahraga
negatif,pertanyaan 01 memang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dengan bukti-bukti yang ada kalau game ol enggak pengaruh pada ekonomi indonesia secara umum
negatif,gaji enggak di ambil sudah kayak lah kenapa kemarin meminta sumbangan untuk dana kampanye
positif,terimakasih bapak prabowo subianto dan bang sandiaga uno salahuddin uno gaji bapak tidak akan diambil dan untuk kepentingan masyarakat indonesia terimakasih dan terimakasih rakyat indonesia menanti bapak sebagai presiden indonesia yang adil makmur dari sabang sampai merauke
positif,pengakuan yang jujur bahwa sembako mahal sehingga perlu kartu karena permintaan terhadap kartu meningkat maka sesuai hukum supply dan demand harga kartu pun akan naik dan perlu diciptakan kartu baru begitu seterusnya
netral,kalau ada kasus 1 dari 3 anak di ibukota tidak sarapan probabilitasnya 1 kelg nya tidak mentradisikan sarapan 2 kelg kurang mampu dan itu menjadi tggjwb gubernur dki 3 persoalan ekonomi bangsa 4 lainnya
positif,lah jawab dong kan ada pertanyaan tuh di atas ada data coba jelaskan pakai analisis ilmu ekonomi begitu maaf ya debatnya jokowi mah selalu ada data bisa membedakan termakan hoax sama based on data jangan-jangan di anda data itu hoax dan hoax itu data haha menarik
positif,bu regina kudhu pilih jokowi nih sudah dibantuin jelasin soal makroekonomi
netral,ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi indonesia yang dinilainya salah bowo mengaku tidak menyalahkan jokowi ini merupakan salah semua pihak termasuk kesalahan presiden sebelum jokowi prabowo salahkan surabaya
positif,doyan amat bang sandi bodohi orang enggak usah meminta simpati buktikan dengan kerja nyata saja makanya pak jokowi favorit enggak ada artinya enggak ambil gaji dengan potensi kebocoran di tangan anda
negatif,gaji pres hanya cukup unt beli tusuk gigi buat prabowo
negatif,apa prabowo autokritik bapaknya saja lama jadi mentri ekonomi dikira cuma surabaya yang jadi presiden
netral,info nih pas bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tapi salah pemimpin2 terdahulu jadi untuk penggemar 02 jangan salahkan jokowi lagi ya sukangetweet bocahsosmed saaebunglon prabowo salahkan surabaya
positif,diharapkan karyawan meniru seperti prabowo dan sandi untuk tidak mengambil gaji sepeserpun
negatif,sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini
netral,kata wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak termasuk presiden presiden sebelum jokowi lah ekonomi indonesia masa pak jokowi baik baik saja tuh malah ngehoaks dengan menyalahkan presiden terdahulu prabowo salahkan surabaya
netral,terpilih jadi presiden wapres prabowo sandi berjanji akan berikan gajinya bagi kaum miskin yatim dhuafa
negatif,info nih ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang enggak mengerti apa-apa hanya bisa lihat ini itu tapi masih belajar untuk memahami suatu pernyataan prabowo salahkan surabaya jokowi sukangetweet bocahsosmed saaebunglon
negatif,yang kami butuhkan adalah harga sembako yang terjangkau bukam game mobile legend yang membuat anak-anak kami malas beljar
negatif,tanda2 ketololan seorang jokowi makin menampak wkwkwk lagi debat serius soal urusan perekonomi rakyat di suatu bangsa malah pakai maen2 bawa game bocah segala wkwkk tolol dipeliara terus jdnya makin dungu planga plongo bikin malu bangsa
netral,penutup sandi tak ambil gaji prabowo sindir freeport
netral,tolong yang bilang jokowi enggak mengerti ekonomi tonton dulu video ini dan kalau kalian benar-benar mengerti ekonomi bantah itu si ahli ekonom jokowi menang total debat
netral,jokowi tanya e sport mobile legends ke prabowo sandi 02 malah jawab turunkan harga rakyat susah tribun timur
positif,gaji adalah hak bp ambil saja kenapa enggak mau diambil itu adalah hak bp prabowo dan apa sandiaga ambil saja ya apa kami ikhlas sekali lagi karena gaji itu hak bapa
netral,sandiuno jokowi bangun bendungan2 cantik sawah tali air untuk tingkatkan produk beras bukan gagah2an begini caranya kerja harus bertahap saya akan bangun ekonomi segera dinikmati rakyat enak saja seperti balik tekapak tangan memangnya punya lampu aladin
netral,debat terakhir capres sandiaga sebut referendum ekonomi jokowi tidak mungkin langsung balikkan tangan
positif,gaji prabowo sandi bakal buat kaum yatim dhuafa sudah mantups gue tps ada
netral,capres dan cawapres nomor urut 02 mengkritik mengenai kebijakan makro ekonomi yang diterapkan pemerintah indonesia kritikan itu justru ditujukan pada pemerintahan sebelumnya kpu ri kpu id bawaslu ri jokowi jokowi amin prabowo prabowo08 sandiuno
netral,prabowo enggak tega menyalahkan jokoei karena rezim jkw tidak kreatif hanya meneruskan yang lalu kita ekonom ekonomi kalau hanya 5 enggak perlu pemerintah
netral,jokowi indonesia akan jadi negara dengan ekonomi terkuat ke 4
negatif,bohong sandiuno prabowo kalau tidak mengambil gaji hanya demi sebuah ambisi politik
netral,pada debat ke 5 prabowo dinilai tidak hargai surabaya demokrat walkout koalisi prabohong retak
netral,pemerintahan jokowi fokus pada pertumbuhan ekonomi berkeadilan antara news jokowi 2019 pilih jokowi jokowi satukan indonesia jokowi putih menang jokowi nyata kerjanya jokowi khmakruf amin menang2019 jokowi menang total debat debat pilpres2019
positif,01 sah 1 suara 17 april 2019 jokowi amin harga mati nkr i
negatif,ok bro sist ternyata pas debat apa jokowi apa yai sama juga bertekad mengembangkan wisata halal ekonomi berbasis syariah tapi ada partai pendukungnya yang anti syariah bagiamana ini antoniraja tsamaradki
negatif,mereka bilang rela enggak di gaji ya jelas orang jadi presiden yang diincer bukan gaji tapi proyek2nya dong
positif,kasihan banget lihat demokrat surabaya yang dicuekin prabowo pas debat jatah menteri enggak direken sampai menyalahkan surabaya pas debat tapi masih sok tegar mendukung cian deh koalisi yang tak dianggap tapi masih bangga berasa punya harga diri
positif,program ekonomi prabowo sandi lebih konkret
negatif,saya tidak tahu yang mmrintahkan para personil berpangkat rendah itu untuk membuly uas dan gatot kasihan polisi cuma jadi alat pemuas nafsu politik jokowi demi gaji dan jabatn
negatif,heran juga sih sekelas sandy enggak bisa membedakan omongan tentang mikro dan makro ekonomi terlihat enggak kompeten jadinya
netral,pas bolak balik menyinggung soal deindustrialisasi meski begitu dia mengatakan tak ingin menyalahkan jokowi atas kondisi itu dia berujar salah arahnya pmbangunan ekonomi indonesia saat ini tak terlepas dari andil presiden sebelum jokowi prabowo salahkan surabaya
positif,masyaaallah baru kali ini seumur2 saya ada kandidat capres cawapres yang berjanji di depan rakyat indonesia tidak akan mengambil gajinya dan diserahkan kepada negara subhanallah bergetar hati saya sebagai rakyat indonesia 17 april prabowo presiden ri
positif,pemimpin karismatik prabowo sandiuno tak akan ambil gaji selama jadi presiden dan wakil presiden nanti allah subhanahu wa ta ala sudah begitu baik kepada saya dan pak
negatif,ngebanggain e sport kalau rakyat miskin dan susah enggak ada gunanya sembako mahal tdl naik pengangguran tinggi dll fokus fundamental ekonomi lebih penting makin yakin tusuk prabowo sandi
netral,prabowo sandi akan wakafkan seluruh gaji mereka sebagai presiden dan wakil presiden
negatif,dia import tka cina itu karena dia tidak kasihan sama rakyat sendiri banyak pengangguran lapangan kerja kasih ke orang asing percuma banyak sarjana muda di indonesia tapi banyak pengangguran mungkin dia tidak menghina bangsa tapi tidak menghargai bangsa dan rakyatnya
positif,klarifikasi itulah kebesaran beliau menghargai lawan debat
negatif,jokowi enggak pernah bunuh orang enggak pernah nyulik enggak pernah ngemplang gaji karyawan enggak masuk panama pappers enggak pernah digampar ipar enggak pernah ditinggal bini enggak pernah disetir adiknya dia sendiri yang mengomong ya mau ditambah wkwkwk
negatif,gaji mah kecil tapi fasilitas dan tunjangan lain lain mah buat siape yang benar saja
netral,enggak kebalik itu ngetes soal ekonomi ke sandi
netral,sesuai kata pak hati pak prabowo arah ekonomi negara memang harus kembali ke uud45 harus ada protect tidak bisa di lepas secara bebas
positif,ekonomi saat pak surabaya itu baik sama baiknya seperti ekonomi 1997 tapi kena dampak ekonomi global indonesia langsung krismon fundamental itu yang enggak dirapihin sama presiden setelah pak harto lengser sampai jokowi
positif,walaupun pak prabowo bicara enggak sesuai konteks mereka hanya melihat sosok prabowonya tidak mencerna apa yang dibicarakan padahal debat itu ada tema ketika bahas e sport karena temanya perkembangan ekonomi digital kalo mau debat tanpa tema di warung kopi saja bareng memang kohar
positif,subhanallah begitu cintanya negeri ini sampai sampai dia enggak akan terima gaji dan gajihnya mau diberikan kaum duafa dan fakir miskin allahu akbar allahu akbar allahu akbar
negatif,apa karena prabowo mengomong begitu terus pert ekonomi mandek ada 5 atau karena prabowo juga impor terjadi saat panen raya
positif,program yang mantap amburadul pemungutan pajak event pemerintah juga harus dibenahi pemunguran pph pasal 23 pph final pph 21
netral,prabowo bicara kebangsaan dengan menekankan cinta tanah air cinta bangsa dan cinta negara sandi fokus ekonomi yang bermuara kepada cinta tanah air cinta bangsa dan cinta negara bisa di artikan new dwi tunggal
negatif,ya saya percaya gajinya enggak bakal diambil tapi keluarganya dapat proyekan semwa kayak jaman pak harto v
negatif,sandi mengerti banget ekonomi mikro makro prabowo juga si jae bacaannya sinchan ipk di bawah 2 mana mengerti
positif,alhamdulillah sukses mudah3an ekonomi syariah semakin maju kedepannya
negatif,yang dibutuhkan seorang pemimpin itu bukan pencitraan gaji dihibahkan tapi kemampuan untuk menhelola negara hal itu tidak ada dalam diri prabowo sandi
netral,bodo amat dengan masa depan generasi milineal toh kalau jadi lagi cuma sampai 5 tahun kedepan yang penting industri game bisa berputar dan perekonomian meningkat rt
netral,iya paham kancah internasional siapa yang lihat satu arah cuma menekankan fokusnya prabowo tuh bukan di e sport beliau mempersilakan itu tapi menegaskan hal vital pangan masalah petani dan nelayan yang harus jadi fokus karena salah satu dasar kemajuan ekonomi
positif,pak prabowo sandi sudah tajir melintir gaji pres dan wapres receh buat beliau beda sama jae dan gerombolan nya gaji di ambil impor di tambah fee impor di gasak juga tentunya niat mengabdi tulus untuk bangsa ini yang buat prabowo sandi tak terbendung
positif,setuju karena juga sudah diakui pak prabowo kalau rel ekonomi kita sudah benar dibawah pemerintahan pak jokowi
negatif,rakyat sedang sulit ekonominya lalu lu dengan dongoknya bertanya soal mobile legend maka prabowo perlu mengembalikannnya pada konteks kewarasan pertanyaa lu salah njing
netral,jokowi mengatakan dalam 4 5 tahun terakhir ini pemerintah telah bekerja keras mendukung ekonomi digital ada tiga hal pokok untuk mendukung ekonomi digital tersebut pemerintah bekerja indonesia satu indonesia maju
negatif,astgfrlhalzm sombongg banget jokowi baru juga jadi pemimpn begitu bagaimana dia bisa jilat jidat a sendiri hormari tuuuh orang tua hargai tuh anda itu bukan sp2 di banding beliau muuak gwa lihat a
positif,walaupun usaha saya naik turun saya tidak memikirkan ekonomi melemah bagi saya tetap jokowi my president
negatif,baca lagi mas temanya pengaruh game bagi ekonomi bukan disambungin ke pertanian beda tema itu bosque
negatif,pertumbuhan ekonomi harus berkualitas tidak sekedar angka saja pak presidenku
positif,yakin percaya kalo pak prabowo akan bisa memajukan ekonomi rakyat indonesia pengalaman beliau dalam hal ini tak perlu diragukan lagi
netral,debat presiden terakhir saat closing statement bapak prabowo bapak sandiaga uno beliau mengatakan jika saya dan pakai prabowo terpilih saya dan pakai prabowo tidak akan mengambil gaji sepeserpun dari gaji yang saya terima masyaallah pemimpin yang tidak mementingkan kpntingan pribadi
